n log_a5 sigma f_out logL
2.165554472895596660e+00 -9.880114992587103018e+00 1.319968750706544403e-01 9.861710699024286986e-02 1.112232748147443772e+03
2.133006407060753951e+00 -9.899035061370289768e+00 1.265968594884904763e-01 9.884669196948143999e-02 1.112232776907258994e+03
2.177672061411223048e+00 -9.884235145037621351e+00 1.317348622024899218e-01 9.703542681748041077e-02 1.112233113520174356e+03
2.184935482130313744e+00 -9.873877466778777645e+00 1.320049518628867435e-01 9.927332506926701827e-02 1.112233302370290858e+03
2.119718159226034793e+00 -9.908469001292321110e+00 1.278430576417777242e-01 9.793466010387964771e-02 1.112234085187016490e+03
2.093869978105087348e+00 -9.922253709041747527e+00 1.308529870178473109e-01 9.982792113547855894e-02 1.112234134288047699e+03
2.149523442782933724e+00 -9.897187356757902066e+00 1.344248389569470681e-01 9.942522463383643427e-02 1.112234215872510731e+03
2.183109671001451257e+00 -9.882477643603508000e+00 1.302274344857731747e-01 9.717650330362748168e-02 1.112234381379022125e+03
2.198741859410386024e+00 -9.873055356328542587e+00 1.280227934402561052e-01 9.985855993391368202e-02 1.112235198982775273e+03
2.146471198855344653e+00 -9.899616183180341977e+00 1.256904836904407241e-01 9.967210566888910772e-02 1.112235579277613397e+03
2.136325861521980674e+00 -9.906064519218013231e+00 1.287937853673045141e-01 9.662023873541172869e-02 1.112235636589601654e+03
2.174777666625766326e+00 -9.878355407648026443e+00 1.283669163302768590e-01 9.816546301411460673e-02 1.112236850181510135e+03
2.176223046814705686e+00 -9.886927945330681311e+00 1.268973856651228194e-01 9.897592603519389520e-02 1.112236926554191314e+03
2.126010877513136332e+00 -9.912765752388743579e+00 1.332950017189784564e-01 9.845774872228821306e-02 1.112237629675438257e+03
2.153557067265421399e+00 -9.891655565246479043e+00 1.257026345888548891e-01 9.963419077819435365e-02 1.112238121733950265e+03
2.176554165873537450e+00 -9.886315331340995272e+00 1.274883121373164285e-01 9.831333981462413163e-02 1.112238153206501920e+03
2.166857572138645160e+00 -9.875498422511649110e+00 1.294461174790133007e-01 9.966752246256799230e-02 1.112239201865171253e+03
2.141199632816182863e+00 -9.904442190248158084e+00 1.282124888159709986e-01 9.703509477424671070e-02 1.112239263826636034e+03
2.168980043905798460e+00 -9.894029135318334056e+00 1.286413525092489074e-01 9.749200958530845895e-02 1.112240229706742412e+03
2.172670250613879528e+00 -9.899673236951127109e+00 1.292057328948383321e-01 9.992899339663706415e-02 1.112240448691236907e+03
2.131252289465108696e+00 -9.906003039499214680e+00 1.287130093602173730e-01 9.665683318170954774e-02 1.112240450432036141e+03
2.157366273222224962e+00 -9.902202430650685727e+00 1.274714925036459501e-01 9.896654170428446917e-02 1.112240478237235948e+03
2.139136995088127158e+00 -9.894997016017763158e+00 1.292540020925335709e-01 9.676897370262121933e-02 1.112240687787894331e+03
2.107916892778576745e+00 -9.910429924781004374e+00 1.301037725241542264e-01 9.828767176380215354e-02 1.112240714415030197e+03
2.128721760476410374e+00 -9.904044294221064249e+00 1.286249335373890190e-01 9.684427021545605196e-02 1.112241232807598408e+03
2.123824295037283427e+00 -9.897372605992668326e+00 1.316521251253491842e-01 9.946726340123712706e-02 1.112241806570551489e+03
2.176111091440845691e+00 -9.890748792973546699e+00 1.324676532055338862e-01 9.796008035819540882e-02 1.112242184728032953e+03
2.194168249176348340e+00 -9.877223498642159427e+00 1.315024655502204931e-01 9.868372388708086806e-02 1.112243325466721672e+03
2.170509038634286902e+00 -9.889588936645584027e+00 1.293604856322281560e-01 9.661857286529244859e-02 1.112243675854476351e+03
2.105657520663209326e+00 -9.915960262538961345e+00 1.281952265314861839e-01 9.890068652636957447e-02 1.112243686415696175e+03
2.145921103607800973e+00 -9.887773735561994570e+00 1.310366264505206102e-01 9.803599965731485399e-02 1.112243762003797201e+03
2.134670505416288222e+00 -9.891978055536634784e+00 1.313378032520465255e-01 9.886253314602093389e-02 1.112243792380917512e+03
2.147183396726040971e+00 -9.898986489347588957e+00 1.319392659200185891e-01 9.594184873784769585e-02 1.112243832246682814e+03
2.148156526375962549e+00 -9.900046292924034930e+00 1.316273736102729908e-01 9.586740883864769414e-02 1.112243978300790332e+03
2.124163846727378235e+00 -9.921287869200970277e+00 1.294970954294111798e-01 9.997705156833730511e-02 1.112245075693390390e+03
2.115596706202412136e+00 -9.916253879996613563e+00 1.296073449806162403e-01 9.750813963423793362e-02 1.112245110932935177e+03
2.126495509598684386e+00 -9.913244342250804308e+00 1.316371341062360090e-01 9.706322347889716207e-02 1.112245382993826297e+03
2.175279542789346099e+00 -9.893958959592367819e+00 1.307671906515314730e-01 9.784524904384694910e-02 1.112245534779107629e+03
2.094430030838963397e+00 -9.921940846283707316e+00 1.312972006438450079e-01 9.996678204299980219e-02 1.112246122177598409e+03
2.123373348796572913e+00 -9.913325866287930666e+00 1.329015556490816263e-01 9.802736821970267633e-02 1.112246390291598800e+03
2.168707185350248423e+00 -9.897991918566159342e+00 1.278167751304800648e-01 9.928982124827463729e-02 1.112246421689889758e+03
2.173856686186328879e+00 -9.875871470846092848e+00 1.292644157148092887e-01 9.857609373368943217e-02 1.112246610692007835e+03
2.117597913266321630e+00 -9.917647214822734369e+00 1.278989659876107188e-01 9.897843511810461292e-02 1.112246713047770754e+03
2.155020522033050945e+00 -9.889237110683140486e+00 1.295555149701977382e-01 9.637698676357603356e-02 1.112247772210120729e+03
2.117225470609276350e+00 -9.921505155442829960e+00 1.319586952981344763e-01 9.943367065683245132e-02 1.112247865871104068e+03
2.196238670291650763e+00 -9.870299578645614247e+00 1.312152704375141865e-01 9.967147015171766433e-02 1.112248185884422583e+03
2.163283818192618835e+00 -9.890341281293492770e+00 1.296422683020654054e-01 9.611403111228239426e-02 1.112248709652593789e+03
2.161462549534429733e+00 -9.891422097299361837e+00 1.286479560314782722e-01 9.656578541819804684e-02 1.112248739854054747e+03
2.137400657687740235e+00 -9.904962120995717711e+00 1.273373706056243893e-01 9.782318564860652266e-02 1.112249385287509313e+03
2.171470660173754563e+00 -9.888918229132864113e+00 1.280552648596280096e-01 9.752852174199999613e-02 1.112249871064547733e+03
2.122082304821415022e+00 -9.913412597827568007e+00 1.275418817800904048e-01 9.852607379851330283e-02 1.112250437885954398e+03
2.179235268109998014e+00 -9.880373547302923498e+00 1.328460962444225901e-01 9.860446992922786147e-02 1.112250459256683598e+03
2.125836024913535738e+00 -9.911592544872240396e+00 1.296657822939001614e-01 9.674995565247895835e-02 1.112250630788757462e+03
2.110690498597403320e+00 -9.908546781685101834e+00 1.319010327069244926e-01 9.886679551000335242e-02 1.112251031181845519e+03
2.118239436689356658e+00 -9.904776697606239466e+00 1.303067529546761416e-01 9.753367897620578153e-02 1.112251095654522032e+03
2.149010976324126077e+00 -9.892077274919287788e+00 1.341716803863929053e-01 9.993488917140831707e-02 1.112251163683467439e+03
2.153713265081225625e+00 -9.902491761655776159e+00 1.305046577112460859e-01 9.663930231683959260e-02 1.112251483967327658e+03
2.171476865015189439e+00 -9.895445043218725090e+00 1.295475511803857449e-01 9.777558016325885171e-02 1.112251708400545567e+03
2.118359168363382228e+00 -9.901955708436121384e+00 1.318392219021267131e-01 9.911714965904927510e-02 1.112251794139730919e+03
2.158761085220584963e+00 -9.878361798256593218e+00 1.304147892784063845e-01 9.990037047443618701e-02 1.112251901711800656e+03
2.195324283700865742e+00 -9.871626424718108694e+00 1.312136574952875168e-01 9.932431041321058973e-02 1.112252628598955425e+03
2.183753351904958784e+00 -9.887432746088450131e+00 1.276477397477472353e-01 9.933702418415177315e-02 1.112253847078752642e+03
2.139596516589041819e+00 -9.897572041769617357e+00 1.320027602271522382e-01 9.649205886037100222e-02 1.112254576428760856e+03
2.128766229421583667e+00 -9.904305117569055739e+00 1.283332554002770964e-01 9.705756226262469977e-02 1.112254930922183348e+03
2.127888008391658481e+00 -9.905972775658780094e+00 1.340270278485303224e-01 9.935627849302205994e-02 1.112255194814296374e+03
2.121976281512178097e+00 -9.901473559593535256e+00 1.267261745355212077e-01 9.973438249835797631e-02 1.112255198078548347e+03
2.127757279227028953e+00 -9.906722542005164556e+00 1.319455924246314138e-01 9.654616090389478433e-02 1.112255566055788677e+03
2.160077571206239000e+00 -9.885579880434544719e+00 1.271500469347890960e-01 9.840459098746484612e-02 1.112255830364843632e+03
2.117853075436055832e+00 -9.913207688649301019e+00 1.303041440923882743e-01 9.692215958713996937e-02 1.112256353126629392e+03
2.124160561822477256e+00 -9.898558143512607543e+00 1.277943564210997640e-01 9.911478868497319850e-02 1.112256897042010678e+03
2.120788947409911973e+00 -9.908446010622688149e+00 1.284999050538689902e-01 9.737171676534869813e-02 1.112257253790398863e+03
2.144777714807839519e+00 -9.912173076686642048e+00 1.310637352817919377e-01 9.897176683089115024e-02 1.112257287980776255e+03
2.179544216801436285e+00 -9.885800759235834789e+00 1.284589494459992265e-01 9.777588969675288233e-02 1.112257789814865419e+03
2.122534328650752311e+00 -9.915455313543183991e+00 1.281295922064665804e-01 9.843519131335488892e-02 1.112257846474629332e+03
2.158633223461541739e+00 -9.886651643934229128e+00 1.273481371747001156e-01 9.809443648450048847e-02 1.112257955936637018e+03
2.162000075194193904e+00 -9.894457839617015082e+00 1.264322362216495632e-01 9.906582101197375367e-02 1.112258615869491223e+03
2.199773420506394572e+00 -9.874201389289181563e+00 1.282768260745216216e-01 9.980541910561667451e-02 1.112258937181500414e+03
2.116496012519432757e+00 -9.905351063030851222e+00 1.300329435178608217e-01 9.775282866200134257e-02 1.112259736280455627e+03
2.144646052195783970e+00 -9.894426703476597140e+00 1.293898564580840127e-01 9.631474903133563359e-02 1.112259828147675307e+03
2.134990756529808298e+00 -9.896625732171123957e+00 1.325518257493866203e-01 9.792431753018308871e-02 1.112259899224497303e+03
2.104264903989772506e+00 -9.912837369392102360e+00 1.278671412461689083e-01 9.958709936895149273e-02 1.112260019212632869e+03
2.189799068231372381e+00 -9.879113015443493850e+00 1.307977408538797126e-01 9.792326899969092113e-02 1.112260092061216710e+03
2.184248584018813055e+00 -9.891901237379080669e+00 1.296481163107046641e-01 9.947282060400455816e-02 1.112260573564789411e+03
2.147627172604100743e+00 -9.898288863178168029e+00 1.278138331443643416e-01 9.706498324958719170e-02 1.112260625359237565e+03
2.128431895645141569e+00 -9.908887682217603299e+00 1.341307116124931254e-01 9.953480171794688858e-02 1.112260726569855933e+03
2.148306863533646194e+00 -9.900932247625835458e+00 1.332137297987792401e-01 9.728190857646955292e-02 1.112260743807543349e+03
2.140377099751528789e+00 -9.908546656217628978e+00 1.320497072193353161e-01 9.710454789819035482e-02 1.112261237077166015e+03
2.113964832402689176e+00 -9.915224289243298017e+00 1.329024868025680539e-01 9.870534470006933625e-02 1.112261516401264998e+03
2.163414180682448062e+00 -9.884431003483198808e+00 1.319709065940840031e-01 9.732314822962995216e-02 1.112261903712104868e+03
2.182713396525023164e+00 -9.874485100270284477e+00 1.272053301655676205e-01 9.980900277055984593e-02 1.112262019626486563e+03
2.125396050681620963e+00 -9.915938991678446612e+00 1.306343825702044603e-01 9.758450092134457465e-02 1.112262433578529453e+03
2.163534788738539216e+00 -9.888992823320096548e+00 1.331369264039982681e-01 9.760389673818271883e-02 1.112263117485887051e+03
2.100713434402750046e+00 -9.925457617385557541e+00 1.307931168935652366e-01 9.974612302663299346e-02 1.112263246350998543e+03
2.141436919291990204e+00 -9.904586319830423591e+00 1.278863510561423222e-01 9.740597842637400972e-02 1.112263523203204386e+03
2.200669544387260590e+00 -9.874930599359441175e+00 1.296442227276516368e-01 9.930792651354046485e-02 1.112263587496860964e+03
2.168111238698365639e+00 -9.895710292658169038e+00 1.272401852384644760e-01 9.910904859680397250e-02 1.112263625717847390e+03
2.160603375793590075e+00 -9.900984405425496959e+00 1.333165396599730324e-01 9.908384543127427002e-02 1.112263860580540040e+03
2.157428928545393809e+00 -9.894149324824041969e+00 1.298372287863339691e-01 9.591122380697680860e-02 1.112264438717681060e+03
2.128881197210867882e+00 -9.892661452302014879e+00 1.289419941049107232e-01 9.978215626926734139e-02 1.112264472141062470e+03
2.111529824326175753e+00 -9.909693892621982414e+00 1.316520920514141768e-01 9.823162522252365525e-02 1.112264827275078005e+03
2.114742051731734573e+00 -9.911070527259907337e+00 1.300813044421164355e-01 9.718391893487919597e-02 1.112264839049089005e+03
2.159370021133731665e+00 -9.894169146373911872e+00 1.263628345101878159e-01 9.892942019592272651e-02 1.112264948209766317e+03
2.110431153364320522e+00 -9.914799641353514659e+00 1.299306341259926223e-01 9.759382804609656459e-02 1.112265446746825774e+03
2.141599680726378185e+00 -9.908659753466217524e+00 1.334040212679730719e-01 9.875053205646000531e-02 1.112265757007309730e+03
2.139935728258983705e+00 -9.898035886244276327e+00 1.343014115034090739e-01 9.986745877247203695e-02 1.112266531459161115e+03
2.127162453591611602e+00 -9.903826876737049645e+00 1.309305612634872329e-01 9.645622413594930056e-02 1.112266570204235904e+03
2.146803047408826437e+00 -9.912852805751246166e+00 1.303635332444581518e-01 9.986028316624349921e-02 1.112267169364308756e+03
2.136729573654273295e+00 -9.906315677528301222e+00 1.291649196936421329e-01 9.649815554632744374e-02 1.112267507659716102e+03
2.112450481801499524e+00 -9.910764250889023685e+00 1.275365938226555307e-01 9.890054393102548635e-02 1.112267548775388605e+03
2.152096896327895692e+00 -9.897850712898865311e+00 1.263506106181421784e-01 9.887230153851923886e-02 1.112268247095556944e+03
2.125566815199221082e+00 -9.912915150772846573e+00 1.337336944345952072e-01 9.934766818227160068e-02 1.112269137463275911e+03
2.124598567642199232e+00 -9.916131130923444559e+00 1.334971206553334511e-01 9.983912877571587963e-02 1.112269201482359904e+03
2.165609095573898912e+00 -9.883756849406164946e+00 1.285278963324956725e-01 9.736050512503026388e-02 1.112269427069602898e+03
2.126818153969211700e+00 -9.917705432280632394e+00 1.329209687850991806e-01 9.987305684030306496e-02 1.112269435011482074e+03
2.140309245381154746e+00 -9.913951468163858749e+00 1.292269502586007590e-01 9.931315354597397560e-02 1.112270966904096213e+03
2.159237643833932019e+00 -9.895980871747793728e+00 1.330921911246443767e-01 9.734307043129056258e-02 1.112271116175692669e+03
2.168034678171925300e+00 -9.892562907091493329e+00 1.321197035550439325e-01 9.688007927535648156e-02 1.112271128125146788e+03
2.164857304517936676e+00 -9.896388153301215240e+00 1.314432965028555222e-01 9.681645161887407480e-02 1.112271152564038630e+03
2.114052318621626014e+00 -9.922248188340997643e+00 1.314446886178750606e-01 9.922327440722296388e-02 1.112271195287667069e+03
2.175673751349122220e+00 -9.878463127475544781e+00 1.265032386131503261e-01 9.989425349348457495e-02 1.112271433201598029e+03
2.188026668167550426e+00 -9.869787783290046690e+00 1.292552911782726410e-01 9.975127547092070557e-02 1.112271489977988267e+03
2.154933299867573204e+00 -9.894201665917265132e+00 1.317078031829021223e-01 9.597067736750168609e-02 1.112271530595469812e+03
2.131723513448561924e+00 -9.900463161129104961e+00 1.279106362902437954e-01 9.751326665265126759e-02 1.112271780323410439e+03
2.148745894676707291e+00 -9.893176806835963788e+00 1.314726948295506792e-01 9.620674784906324550e-02 1.112271879945435558e+03
2.104241190507474712e+00 -9.923031255478450774e+00 1.317999744996193323e-01 9.948021275175218670e-02 1.112272887862484822e+03
2.128344153008320916e+00 -9.898636048911805929e+00 1.301411151967450663e-01 9.733824587462371059e-02 1.112273112236365932e+03
2.131992171919978585e+00 -9.909211651502806362e+00 1.321953943205366744e-01 9.682786214056059160e-02 1.112273705017770681e+03
2.123465163746733442e+00 -9.903230990866870087e+00 1.316394729272593600e-01 9.739952551838243489e-02 1.112274505840604661e+03
2.129932002264071755e+00 -9.900542466356810678e+00 1.338382457512506951e-01 9.983965180664501615e-02 1.112274522508757400e+03
2.117067653095920932e+00 -9.904165149437101690e+00 1.313259279655046852e-01 9.829912719239125574e-02 1.112275035370152636e+03
2.186831304248641139e+00 -9.889151982560839826e+00 1.305057411772775344e-01 9.902901178485884470e-02 1.112275129242108960e+03
2.130021533389017119e+00 -9.910150492514196330e+00 1.287709415159247472e-01 9.713169468517551808e-02 1.112275409923096504e+03
2.116350022865049141e+00 -9.919771713938056124e+00 1.316886006810415732e-01 9.856227312719366418e-02 1.112275987714181610e+03
2.172957664218729157e+00 -9.875495089993098219e+00 1.315529328276731635e-01 9.943677259671976354e-02 1.112277075632659944e+03
2.122486524326868462e+00 -9.911172250198429623e+00 1.286950573675224585e-01 9.728067661189294946e-02 1.112277464053208632e+03
2.162018446129248872e+00 -9.904826411208148329e+00 1.316576984978420350e-01 9.966580938325367289e-02 1.112277516460677134e+03
2.117022243425472183e+00 -9.908573420256381326e+00 1.322780904124619128e-01 9.794693205022057814e-02 1.112277725391895956e+03
2.150811847888159267e+00 -9.905821088478091951e+00 1.313161472993835122e-01 9.737544229704751808e-02 1.112277899303020604e+03
2.122750825459948310e+00 -9.907619494360556445e+00 1.301312632931606594e-01 9.657750011574937898e-02 1.112278020577462485e+03
2.171826095292944014e+00 -9.889998413669854216e+00 1.313514051585339404e-01 9.665154504872221219e-02 1.112278110149245776e+03
2.111318606514340335e+00 -9.907408442872686294e+00 1.312123427842711298e-01 9.862791616167790321e-02 1.112278207981799369e+03
2.156930048808026967e+00 -9.896612126859775316e+00 1.283787505778417048e-01 9.689320692287783920e-02 1.112278250187317326e+03
2.139381164411235048e+00 -9.897526137689714787e+00 1.288329100300558416e-01 9.658808078233027672e-02 1.112278433242945312e+03
2.161394609145634860e+00 -9.885883194644517147e+00 1.269347042782108526e-01 9.855687786700868813e-02 1.112278457288452501e+03
2.180586251943529508e+00 -9.889895410852105329e+00 1.325142902296800596e-01 9.879399818703274438e-02 1.112278549015064527e+03
2.164569389262867016e+00 -9.889133767057685986e+00 1.315052958808259342e-01 9.624774338782048078e-02 1.112278953561398112e+03
2.165203819461310797e+00 -9.898833519202447917e+00 1.306369967410613286e-01 9.746293718040377474e-02 1.112280093135760808e+03
2.194046637610117756e+00 -9.883812740998584090e+00 1.316222307356321730e-01 9.962266025559081417e-02 1.112280316299649712e+03
2.177081936452950561e+00 -9.878899834536808200e+00 1.297022367628749562e-01 9.748493907595723318e-02 1.112280708054045590e+03
2.127369360395179765e+00 -9.912440111434689172e+00 1.270558020818993716e-01 9.910233807079028845e-02 1.112280918939323556e+03
2.130077198705881081e+00 -9.916997575385810393e+00 1.304816444032534939e-01 9.860086845748526618e-02 1.112281019460242533e+03
2.140591602130620608e+00 -9.913781531767813959e+00 1.303309176122036950e-01 9.893403395450763027e-02 1.112281245849797870e+03
2.170199270121100810e+00 -9.883344680021144413e+00 1.266716602286962479e-01 9.903486060573987726e-02 1.112281944653340815e+03
2.176453448398923740e+00 -9.880776349130265146e+00 1.318657381748270241e-01 9.759194943538217204e-02 1.112282182291963181e+03
2.166489367085417506e+00 -9.880776493727834620e+00 1.330456417792548751e-01 9.970367157306742056e-02 1.112282930399566567e+03
2.166639295106838503e+00 -9.888791788729733412e+00 1.283528888130576195e-01 9.703043397717697749e-02 1.112283044268572212e+03
2.152810005807428873e+00 -9.897826638376244546e+00 1.323317882985059479e-01 9.637224195007004779e-02 1.112283337844962944e+03
2.170905342183535591e+00 -9.882426407442643779e+00 1.335872302515201948e-01 9.962056590432423475e-02 1.112283642549600700e+03
2.119649603480447286e+00 -9.921115364407915749e+00 1.300806139862273336e-01 9.913679874157477201e-02 1.112283737577426109e+03
2.120354143087222365e+00 -9.918493367949237083e+00 1.321132541740659139e-01 9.866425191661537530e-02 1.112283839129391708e+03
2.154748597806575461e+00 -9.886056633262386484e+00 1.326942000888170492e-01 9.864681343501043032e-02 1.112283937917574349e+03
2.156612143775266333e+00 -9.882058214722249545e+00 1.297657279385824314e-01 9.840705156696011313e-02 1.112284078577800074e+03
2.126099761396655019e+00 -9.906880756921491837e+00 1.313921160705429081e-01 9.646421603236321474e-02 1.112285098286970424e+03
2.174870486137731262e+00 -9.893739855745502965e+00 1.334344510896255942e-01 9.998224777883184256e-02 1.112285388464175185e+03
2.120753728929537729e+00 -9.913096148643930405e+00 1.324589978693641590e-01 9.766110153950527395e-02 1.112285412618426562e+03
2.145194602594241218e+00 -9.910131306355992820e+00 1.285390390963386253e-01 9.893630254742899477e-02 1.112285590913606029e+03
2.178679655941171411e+00 -9.880185122392875385e+00 1.317961634659764458e-01 9.766367583256041485e-02 1.112285630436892461e+03
2.152152775488001435e+00 -9.893661120622114780e+00 1.317415509352040104e-01 9.609985058788125811e-02 1.112285757421220296e+03
2.136813483523194002e+00 -9.895077898687759443e+00 1.301912883176142843e-01 9.695271317803948186e-02 1.112285813726535252e+03
2.152920868828291034e+00 -9.905942329208297537e+00 1.297408022615128276e-01 9.792399067104416710e-02 1.112285825436599907e+03
2.187857219250745278e+00 -9.877161060422652739e+00 1.289578456495049374e-01 9.822423247574302296e-02 1.112285825446418812e+03
2.122833391609136200e+00 -9.897894541557263892e+00 1.277094058137223653e-01 9.975412526211246966e-02 1.112286466586808274e+03
2.128594876098146571e+00 -9.897323193971004684e+00 1.300829105401392072e-01 9.773828521990751694e-02 1.112286830868625202e+03
2.160386303526368845e+00 -9.892555792681783089e+00 1.279548077524500505e-01 9.715654551776647940e-02 1.112286887918586899e+03
2.154517055285910310e+00 -9.905321112829748031e+00 1.324563034643433390e-01 9.858416069129549708e-02 1.112286897541834605e+03
2.182435203391061673e+00 -9.883080601732563863e+00 1.294220252759357703e-01 9.743117869332609815e-02 1.112287049825080885e+03
2.155401587663267726e+00 -9.890518938805980653e+00 1.328222600034317802e-01 9.731463496382264378e-02 1.112287434971510720e+03
2.176822895051572893e+00 -9.877583452148881449e+00 1.324943990564744767e-01 9.910440522599267554e-02 1.112287653198270618e+03
2.157801169660643392e+00 -9.895227492776687228e+00 1.292406258757538562e-01 9.627275442479849010e-02 1.112287719668771842e+03
2.167909427730193350e+00 -9.896697058963816573e+00 1.320339522018784129e-01 9.774728517515081372e-02 1.112288020940435672e+03
2.124891852743314047e+00 -9.906204225294164445e+00 1.261534810053586420e-01 9.960867896865105431e-02 1.112288228827803096e+03
2.139635737950774885e+00 -9.892142409388926083e+00 1.316181874746469305e-01 9.789409484132134687e-02 1.112288718639777926e+03
2.110923705749612189e+00 -9.921097709986486990e+00 1.287668163592149140e-01 9.909440973764954697e-02 1.112288958545490914e+03
2.171615113329228297e+00 -9.893967784600658177e+00 1.329559763164800956e-01 9.857164085637688811e-02 1.112289212269871769e+03
2.185837100055649351e+00 -9.875170118265678809e+00 1.310856556199534451e-01 9.836059111051854986e-02 1.112289768804742380e+03
2.159182587284956156e+00 -9.899224782386598420e+00 1.312323997587310220e-01 9.666628749760240724e-02 1.112291201905331491e+03
2.151753294104220782e+00 -9.910507902952801373e+00 1.306960335823347807e-01 9.982993022695023366e-02 1.112291596024424962e+03
2.179877713084588109e+00 -9.887895312446385532e+00 1.327681667220719786e-01 9.854357940364928681e-02 1.112291900717059207e+03
2.135599181225646959e+00 -9.908449354082907945e+00 1.319060918682655181e-01 9.669335146695035021e-02 1.112292211538956508e+03
2.155194403204137465e+00 -9.907569751165244298e+00 1.313718657227367914e-01 9.919650842256691470e-02 1.112292616215077487e+03
2.153654393832362679e+00 -9.908631563576495438e+00 1.315937718602374074e-01 9.949499930582106355e-02 1.112293020583077578e+03
2.112909366009963819e+00 -9.919387159393583175e+00 1.274343369557894290e-01 9.984761865154351268e-02 1.112293133621856214e+03
2.159350556338800242e+00 -9.896703214974586160e+00 1.331321276999270498e-01 9.755581172406761759e-02 1.112293748723822318e+03
2.167581043271609609e+00 -9.884700727699673450e+00 1.338843990644534854e-01 9.980639284459295879e-02 1.112294079501209580e+03
2.189975383877149628e+00 -9.883198802750579048e+00 1.314542373477306514e-01 9.853055205908588243e-02 1.112294427463589727e+03
2.141601627673128228e+00 -9.892686404518508780e+00 1.324005884626799912e-01 9.799870732418981822e-02 1.112295220569026696e+03
2.127373606731005395e+00 -9.914033973003045119e+00 1.321940975796439544e-01 9.776531319813651366e-02 1.112295323318748615e+03
2.135302628849138351e+00 -9.896639509112775457e+00 1.323994216774404264e-01 9.778177241704016920e-02 1.112295635546038284e+03
2.168512657362582807e+00 -9.891084990992428772e+00 1.263393093992629668e-01 9.944364068101843590e-02 1.112296301793474640e+03
2.151438184153808386e+00 -9.899838675162566659e+00 1.307948784994886759e-01 9.596375691963925092e-02 1.112296523715264811e+03
2.153114790255359345e+00 -9.891690215655339458e+00 1.286454516430262651e-01 9.664901938923804725e-02 1.112297045187759750e+03
2.125986949947948013e+00 -9.912160912097792931e+00 1.338437569407435190e-01 9.950622116703855546e-02 1.112297527799127010e+03
2.171079810022041201e+00 -9.875343090462445517e+00 1.281565063767826640e-01 9.968616739593785803e-02 1.112297813054261042e+03
2.130492701776218745e+00 -9.899963846040567006e+00 1.310679703430491783e-01 9.680687308845864480e-02 1.112297957952240949e+03
2.145089758608171415e+00 -9.895114121154330533e+00 1.269200871399731034e-01 9.816949070437645808e-02 1.112298712198054773e+03
2.117627656727277596e+00 -9.915388112407207188e+00 1.309839244301035377e-01 9.730160855577639489e-02 1.112299463516004607e+03
2.188789832032862925e+00 -9.875424281051159880e+00 1.323824912136057352e-01 9.938618239751856320e-02 1.112299629834660209e+03
2.104070962992340199e+00 -9.913415503236702619e+00 1.312804656186192243e-01 9.895501345622285949e-02 1.112300596694638898e+03
2.113928889623103213e+00 -9.920191208752154211e+00 1.302964780369861020e-01 9.835360135267566528e-02 1.112300943623759395e+03
2.166337468837147284e+00 -9.884509152203293070e+00 1.330309508135991692e-01 9.835248916345146197e-02 1.112301099159328260e+03
2.112408429483591643e+00 -9.911259820485074812e+00 1.279998957439928975e-01 9.852987700519176550e-02 1.112301433532383271e+03
2.141842705251713497e+00 -9.904295640701088033e+00 1.266523954693531406e-01 9.882466728179711835e-02 1.112301869687479893e+03
2.167648824687214315e+00 -9.897103329406991890e+00 1.284880283810900803e-01 9.830240140085440281e-02 1.112301965072087796e+03
2.137036484353045829e+00 -9.895075126535607168e+00 1.300028003831275591e-01 9.696590604224714083e-02 1.112302553868746145e+03
2.108089278079270379e+00 -9.909372252776458723e+00 1.285223953534135044e-01 9.908780808182539313e-02 1.112303280283093272e+03
2.095911049410299931e+00 -9.921107392599203934e+00 1.293798838589534927e-01 9.965240340687119003e-02 1.112303319555632470e+03
2.131418662064277214e+00 -9.914058321709983801e+00 1.283334501303156627e-01 9.864504787531486185e-02 1.112304231616221614e+03
2.179787717852188500e+00 -9.881721018202997087e+00 1.271857931123361596e-01 9.890529134034384273e-02 1.112304341719781405e+03
2.140907656905197687e+00 -9.902255729601440848e+00 1.264829475683519611e-01 9.874878468411354970e-02 1.112304394970396288e+03
2.150307532827850032e+00 -9.898760210633167134e+00 1.269844889790910369e-01 9.813931158002160704e-02 1.112304918758270105e+03
2.174402218895170602e+00 -9.892223638886616044e+00 1.334005917460854285e-01 9.938691979964371648e-02 1.112305111387136776e+03
2.178437122077701460e+00 -9.891168452282352419e+00 1.294748707628472495e-01 9.804188276939379554e-02 1.112305584837529295e+03
2.117471574354922836e+00 -9.909080192829790690e+00 1.329238695839601858e-01 9.862813867998068695e-02 1.112305638146634465e+03
2.120417560113887490e+00 -9.903357799969112918e+00 1.283046124373681540e-01 9.825020608930240540e-02 1.112305889485672196e+03
2.136218381285309054e+00 -9.905328080612958885e+00 1.261389515447065013e-01 9.942836731223440860e-02 1.112306672366553812e+03
2.146695256904730620e+00 -9.886092448132686172e+00 1.317174296661771937e-01 9.931677224285392902e-02 1.112307302427999048e+03
2.179870182422188662e+00 -9.881826788063200695e+00 1.322966224403213098e-01 9.792128030232871705e-02 1.112307466947518606e+03
2.152548582718473824e+00 -9.888506599068353609e+00 1.323254258097447122e-01 9.766733835214863602e-02 1.112307965196157966e+03
2.168727924656602024e+00 -9.892553935080922400e+00 1.324522428664233198e-01 9.731672883428904575e-02 1.112309988496554524e+03
